"location"	"source"	"target"
"cdir_events_dilemma_choice_details_localised_choice_title_B4shijianFIRST"	"你上前亲吻了她，她仿佛一具没有灵魂的肉身，怅然若失"	""
"dilemmas_localised_title_B4shijian"	"夜下闲谈"	""
"dilemmas_localised_description_B4shijian"	"[[col:dark_grey]]海边月下，只听人念道：「看海看多了想见人，见人见多了想看海。」\\n你闻声赶去，原来是姚明月在喃喃自语。[[/col]]\\n\\n明月道：「我自小被抛弃，被养父收养养大，有时候觉得连归宿之地都无法选择的自己是如此滑稽」\\n\\n我道：「你受苦了」\\n\\n明月：「不是的，我没有受苦，你不知道，这世上真正苦的，都是在人的心里。你有被人背叛过吗？」\\n\\n我道：「莫非，是你？」\\n\\n姚明月叹道：「人只会被朋友背叛，敌人是永远都没有出卖和背叛的机会的。」\\n\\n此时月下的她容颜空灵清绝,临风而立,青丝飞扬 ，说着她走进了海里，在波浪中背对着我停下了脚步。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_A5shijianFIRST"	"原谅她"	""
"cdir_events_dilemma_choice_details_localised_choice_label_A5shijianSECOND"	"不原谅她"	""
"cdir_events_dilemma_choice_details_localised_choice_title_A5shijianSECOND"	"你念道「忏悔几时，拎剑挥沉，不省风波染一身。玩物丧志，无地埋根，人生何处不留恨「，随后姚明月走向海边"	""
"cdir_events_dilemma_choice_details_localised_choice_title_A5shijianFIRST"	"你念道「隐约雷鸣，阴霾天空，即使天无雨，我亦留此地。」，姚明月失声泪下，你们相拥在一起"	""
"dilemmas_localised_title_A5shijian"	"敞开心扉"	""
"dilemmas_localised_description_A5shijian"	"夜晚，你在研习兵法，只听账外有人念道：「隐约雷鸣，阴霾天空，但盼风雨来，能留你在此。」\\n转瞬间，姚明月闪身到你身前，将匕首架在你的脖子上。你并没有躲闪，并且没有丝毫慌张。\\n\\n姚明月不解道：「你早就知道？」\\n我说：「是的，吾早察之，汝乃董卓之义女，此行是为杀我而来。」\\n姚明月：「那你为何还要救我？」\\n我：「只因为是你」\\n姚明月：「明知是陷阱，却仍然往里跳，如此愚蠢，却又如此有胆魄的人，已经很久没有见到了。」说着，姚明月收起了刀，「你不会觉得失望吗？是不是先放弃就不会失望」\\n我：「人是要往前而行，不能被过去所束缚。」\\n姚明月：「世上本没有自由自在的人，只要一个人有感情，有欲望，他就永远不可能是自由自在的。」\\n姚明月：「事已至此，任凭处置」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_B5shijianFIRST"	"沉默不语"	""
"cdir_events_dilemma_choice_details_localised_choice_label_B5shijianSECOND"	"拥抱她"	""
"cdir_events_dilemma_choice_details_localised_choice_title_B5shijianSECOND"	"你上前拥抱了她，她仿佛一具没有灵魂的肉身，怅然若失"	""
"cdir_events_dilemma_choice_details_localised_choice_title_B5shijianFIRST"	"你无言以对，此无声胜有声"	""
"dilemmas_localised_title_B5shijian"	"夜下闲谈"	""
"dilemmas_localised_description_B5shijian"	"[[col:dark_grey]]海边月下，只听人念道：「看海看多了想见人，见人见多了想看海。」\\n你闻声赶去，原来是姚明月在喃喃自语。[[/col]]\\n\\n明月道：「我自小被抛弃，被养父收养养大，有时候觉得连归宿之地都无法选择的自己是如此滑稽」\\n\\n我道：「你受苦了」\\n\\n明月：「不是的，我没有受苦，你不知道，这世上真正苦的，都是在人的心里。你有被人背叛过吗？」\\n\\n我道：「莫非，是你？」\\n\\n姚明月叹道：「人只会被朋友背叛，敌人是永远都没有出卖和背叛的机会的。」\\n\\n此时月下的她容颜空灵清绝,临风而立,青丝飞扬 ，说着她走进了海里，在波浪中背对着我停下了脚步。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_C6shijianFIRST"	"......"	""
"cdir_events_dilemma_choice_details_localised_choice_label_C6shijianSECOND"	"......"	""
"cdir_events_dilemma_choice_details_localised_choice_title_C6shijianSECOND"	"她由于一死了之永葆青春年华，而我只有无限的悲伤"	""
"cdir_events_dilemma_choice_details_localised_choice_title_C6shijianFIRST"	"她由于一死了之永葆青春年华，而我只有无限的悲伤"	""
"dilemmas_localised_title_C6shijian"	"海边终别「中结局」"	""
"dilemmas_localised_description_C6shijian"	"[[col:dark_grey]]姚明月带你来到了上次的那片海摊，但你深知，她早已没有刺杀之意。[[/col]]\\n\\n姚明月：「那么…若我现在走进海里去的话…你会…拉住我吗？」\\n\\n我：「现在…希望吾拉住你吗？还是…希望吾鼓励你呢？」\\n\\n明月道：「也罢…谁知道呢」\\n\\n姚：「呵呵，我自己也不知道了」\\n\\n[[col:dark_grey]]说着，她对着你，最后又微笑了一次。\\n尽管冰冷的飞沫打在她的身上，尽管眼中含满了泪水。但她仍然对着你微笑了一次。\\n上次，在海边停下的脚步…\\n这一次，却再也没有停下来。\\n…所以，你想，这就是她的回答吧…\\n在汹涌的波涛中，你仿佛听见她最后的呼唤：「那么…再见…」[[/col]]"	""
"cdir_events_dilemma_choice_details_localised_choice_label_E6shijianFIRST"	"......"	""
"cdir_events_dilemma_choice_details_localised_choice_label_E6shijianSECOND"	"......"	""
"cdir_events_dilemma_choice_details_localised_choice_title_E6shijianSECOND"	"不知还有没有见面之时，也许下次见面之时当是死战之时"	""
"cdir_events_dilemma_choice_details_localised_choice_title_E6shijianFIRST"	"不知还有没有见面之时，也许下次见面之时当是死战之时"	""
"dilemmas_localised_title_E6shijian"	"留书辞别「中下结局」"	""
"dilemmas_localised_description_E6shijian"	"[[col:dark_grey]]次日清晨，你在姚明月房中发现一封书信，上面写道：\\n「因为多情，所以无法绝情，\\n「却也因为多情，才能下心绝情。\\n「原来这世间，多情的人总是最绝情。」[[/col]]"	""
"cdir_events_dilemma_choice_details_localised_choice_label_A6shijianFIRST"	"同意"	""
"cdir_events_dilemma_choice_details_localised_choice_label_A6shijianSECOND"	"不同意"	""
"cdir_events_dilemma_choice_details_localised_choice_title_A6shijianSECOND"	"遥映人间冰雪样，暗香幽浮曲临江"	""
"cdir_events_dilemma_choice_details_localised_choice_title_A6shijianFIRST"	"髣髴兮若轻云之蔽月，飘飖兮若流风之回雪"	""
"dilemmas_localised_title_A6shijian"	"终成眷属「完美结局」"	""
"dilemmas_localised_description_A6shijian"	"在同样的月下，你与姚明月互诉情意，她希望能与你百年偕老，共度一生"	""
"cdir_events_dilemma_choice_details_localised_choice_label_B6shijianFIRST"	"同意"	""
"cdir_events_dilemma_choice_details_localised_choice_label_B6shijianSECOND"	"不同意"	""
"cdir_events_dilemma_choice_details_localised_choice_title_B6shijianSECOND"	"遥映人间冰雪样，暗香幽浮曲临江"	""
"cdir_events_dilemma_choice_details_localised_choice_title_B6shijianFIRST"	"髣髴兮若轻云之蔽月，飘飖兮若流风之回雪"	""
"dilemmas_localised_title_B6shijian"	"终成眷属「完美结局」"	""
"dilemmas_localised_description_B6shijian"	"在同样的月下，你与姚明月互诉情意，她希望能与你百年偕老，共度一生"	""
"ceo_nodes_title_yundong"	"姚明月事件"	""
"ceo_nodes_description_yundong"	"姚明月事件"	""
"campaign_payload_ui_details_description_yaomingyue_0"	"你要是希望平衡，又想玩姚明月的剧情，就只回应女子"	""
"campaign_payload_ui_details_description_yaomingyue_1"	"如果你希望玩的爽，又想玩姚明月剧情，就选回应四人"	""
"campaign_payload_ui_details_description_yaomingyue_2"	"如果你不想玩姚明月剧情，只想玩的爽，就选回应高人"	""
"campaign_payload_ui_details_description_yaomingyue_3"	"如果你不想玩姚明月剧情，并且希望平衡，就选不回应"	""
"ceo_nodes_title_AA0texing"	"靳铅华事件"	""
"ceo_nodes_title_AA1texing"	"靳铅华事件"	""
"ceo_nodes_title_AA2texing"	"靳铅华事件"	""
"ceo_nodes_title_AA3texing"	"靳铅华事件"	""
"ceo_nodes_title_AA4texing"	"靳铅华事件"	""
"ceo_nodes_title_AA5texing"	"靳铅华事件"	""
"ceo_nodes_title_AA6texing"	"靳铅华事件"	""
"ceo_nodes_title_AA7texing"	"靳铅华事件"	""
"ceo_nodes_title_AB1texing"	"靳铅华事件"	""
"ceo_nodes_title_AB2texing"	"靳铅华事件"	""
"ceo_nodes_title_AB3texing"	"靳铅华事件"	""
"ceo_nodes_title_AB4texing"	"靳铅华事件"	""
"ceo_nodes_title_AB5texing"	"靳铅华事件"	""
"ceo_nodes_title_AB6texing"	"靳铅华事件"	""
"ceo_nodes_title_AC2texing"	"靳铅华事件"	""
"ceo_nodes_title_AC3texing"	"靳铅华事件"	""
"ceo_nodes_title_AC4texing"	"靳铅华事件"	""
"ceo_nodes_title_AC5texing"	"靳铅华事件"	""
"ceo_nodes_title_AC6texing"	"靳铅华事件"	""
"ceo_nodes_title_AD2texing"	"靳铅华事件"	""
"ceo_nodes_title_AD3texing"	"靳铅华事件"	""
"ceo_nodes_title_AD4texing"	"靳铅华事件"	""
"ceo_nodes_title_AD5texing"	"靳铅华事件"	""
"ceo_nodes_title_AD6texing"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundong0"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundong1"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundong2"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundong3"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundong4"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundonga1"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundonga2"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundonga3"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundonga4"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundongb1"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundongb2"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundongb3"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundongb4"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundongc1"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundongc2"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundongc3"	"靳铅华事件"	""
"ceo_nodes_title_hlyjbzyundongc4"	"靳铅华事件"	""
"ceo_nodes_title_A6good"	"姚明月事件"	""
"dilemmas_localised_title_jqhA0shijian"	"道法有缘"	""
"dilemmas_localised_description_jqhA0shijian"	"[[col:dark_grey]]你广修建庙宇，传播正道于百姓。然而，一场上天对你的考验悄然降临。\\n一日，你巡查庙宇，欲要返回，此时一名女子将你拦下。\\n卫兵见状便要驱逐，你一挥手，让卫兵休得无礼。女子似乎有话要说。[[/col]]\\n\\n女子道：「鄙人靳铅华 ，这厢有礼，听闻主公有兴趣了解玄武真道。一念是缘，鄙人寒舍正在左近，若主公不弃，让鄙人以粗茶淡饭招待，闲谈几句，何如？」\\n\\n我笑道：「姑娘费心了，孤怎好劳烦姑娘？」\\n\\n女子道：「有缘之人，何来劳烦？还请主公随鄙人来吧。」"	""
"cdir_events_dilemma_choice_details_localised_choice_title_jqhA0shijianSECOND"	"你拒绝了邀请。"	""
"campaign_payload_ui_details_description_jqhA0shijian_second"	"「姑娘打扰，公事在身，恕不奉陪，后会有期！」"	""
"cdir_events_dilemma_choice_details_localised_choice_title_jqhA0shijianFIRST"	"你接受了邀请。"	""
"campaign_payload_ui_details_description_jqhA0shijian_first"	"「那就恭敬不如从命了！」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_jqhA0shijianFIRST"	"跟她去"	""
"cdir_events_dilemma_choice_details_localised_choice_label_jqhA0shijianSECOND"	"不跟她去"	""
"dilemmas_localised_title_jqhA1shijian"	"理念宣讲"	""
"dilemmas_localised_description_jqhA1shijian"	"[[col:dark_grey]]你随靳铅华来到其屋内，虽家徒四壁，然仍有焚香祈祀之处，你不禁感慨万千。\\n时值晌午，靳铅华备齐菜点，虽不及御膳珍馐，却也别有一番风味。[[/col]]\\n\\n靳铅华：「寒舍简陋，望公莫嫌鄙人礼数不周！」\\n\\n我：「姑娘何出此言，孤不料姑娘竟有如此这般手艺，了不得！」\\n\\n靳铅华：「主公言过了，此乃寻常饭菜，何来手艺，乃公不弃耳。」\\n\\n我：「好一个寻常，寻常见真性。当今乱世之下，黎民百姓无不渴求一个寻常，然，终寻不得。」\\n\\n靳铅华：「主公此言，未免过于沧桑了。」\\n\\n我大笑道：「无妨，吾观姑娘虽清贫，却仍不失礼节。莫非，姑娘有礼佛的习惯？」\\n\\n靳铅华：「鄙人礼之非佛，乃玄武真道也。」\\n\\n我：「玄武真道？吾听闻之，此道法悬壶济世，广传民间，不输张鲁五斗米道。」\\n\\n靳铅华：「确实如此。」\\n\\n我恍然大悟：「吾闻之玄武真道之教宗乃靳夫人，莫非是……汝？」\\n\\n靳铅华：「正是在下！」便起身为我倒水。\\n\\n我连忙接过水：「多谢教宗款待！」\\n\\n靳铅华：「无以为谢，此乃人之间互助之美德。投桃报李，先他人助，后助于人。凡事力所能及，皆可相助，此乃真道。」\\n\\n我：「此乃正念，然如今中原战祸频仍，人人疲于奔命，自保皆难，何以为助？」\\n\\n靳铅华：「此乃创办玄武真道之意，至此乱世，唯有传经颂德，互惠互助，拯救黎民于危难，医治百姓于膏肓，此世方可太平。如若庶民安居乐业，主公定会国富民强，其他公侯，皆可轻松破之！」"	""
"campaign_payload_ui_details_description_jqhA1shijian_second"	"「教宗所言虽为正道，然如今吾等发兵天下，实在无暇顾及百姓之死活。」"	""
"campaign_payload_ui_details_description_jqhA1shijian_first"	"「教宗言之有理，吾当协助教宗，宣扬玄武真道之教法，拯救黎民于水火。」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_jqhA1shijianFIRST"	"教宗所言甚是"	""
"cdir_events_dilemma_choice_details_localised_choice_label_jqhA1shijianSECOND"	"教宗此言差矣"	""
"dilemmas_localised_title_jqhA2shijian"	"旧伤复发"	""
"dilemmas_localised_description_jqhA2shijian"	"[[col:dark_grey]]近日，你的旧伤忽然发作，高烧不断，上吐下泻，卧床不起。靳铅华听后，前来探望。[[/col]]\\n\\n靳铅华道：「听闻主公疾病在身，特来探望。此病乃伤风，是昔日创伤处置不当所致，若主公放心，玄武真神或可医治。」\\n\\n我说：「吾知之玄武真道信徒悬壶济世，救治百姓，然不知其玄武真神是为何物，真可医治如此顽疾？」\\n\\n靳铅华：「但看神的旨意。」"	""
"cdir_events_dilemma_choice_details_localised_choice_title_jqhA2shijianSECOND"	"大夫诊断后，给你开了些药，服用后好了很多"	""
"cdir_events_dilemma_choice_details_localised_choice_title_jqhA2shijianFIRST"	"靳铅华施展神力将你的伤势完全恢复了"	""
"cdir_events_dilemma_choice_details_localised_choice_label_jqhA2shijianFIRST"	"请靳铅华医治"	""
"cdir_events_dilemma_choice_details_localised_choice_label_jqhA2shijianSECOND"	"请大夫医治"	""
"cdir_events_dilemma_choice_details_localised_choice_label_jqhA2shijianTHIRD"	"忍一忍就过去了"	""
"cdir_events_dilemma_choice_details_localised_choice_title_jqhA2shijianTHIRD"	"突然你只觉体内血气翻涌，一口血吐在了地上"	""
"dilemmas_localised_title_jqhB2shijian"	"旧伤复发"	""
